title,authors,source,year,doi,abstract
Teaching Software Project Management: The collaborative versus competitive approach.,"GA Mihalescu, AG Gheorghe, CA Boiangiu - Journal of Information Systems …, 2017 - rau.ro",Google Scholar via SerpApi,2025,http://web.rau.ro/websites/jisom/Vol.11%20No.1%20-%202017/JISOM-SU17-A08.pdf,"… we used the software projects proposed by “Software project management” course and for the competitive approach, we discussed the “Artificial Intelligence” homework’s bonus system. …"
"Towards a hybrid project management framework: A systematic literature review on traditional, agile and hybrid techniques","E Papadakis, L Tsironis - The Journal of Modern Project …, 2020 - journalmodernpm.com",Google Scholar via SerpApi,2025,https://journalmodernpm.com/manuscript/index.php/jmpm/article/download/JMPM02410/394,… implementing an inhouse hybrid agile project management framework. We anticipate the … an inhouse tailored hybrid agile project management framework. This work contributes to …
The Principle of Architecture First in Software Project Management Minimizes the Cost of Software Development Process: A Review,"YK Afework, TB Mengist, NA Ayele, HK Tamiru - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Nigus-Ayele/publication/345324695_The_Principle_of_Architecture_First_in_Software_Project_Management_Minimizes_the_Cost_of_Software_Development_Process_A_Review/links/5fb5e2f8a6fdcc6cc649ecc9/The-Principle-of-Architecture-First-in-Software-Project-Management-Minimizes-the-Cost-of-Software-Development-Process-A-Review.pdf,… This paper provides a review of the principles of architecture first approach in software project management and its effect on cost of software development process. This paper reviews …
Setting the Stage,"N Ranković, D Rankovic, M Ivanovic, L Lazic - 2024 - repository.tilburguniversity.edu",Google Scholar via SerpApi,2025,https://repository.tilburguniversity.edu/server/api/core/bitstreams/47ffb275-9d27-4690-8d78-ffa762fd7f74/content,"… Abstract Artificial Intelligence (AI) took a leading role in everyday business life, and it is evident that its impact on software project management is transformative. This book explores how …"
Agentic ai software engineer: Programming with trust,"A Roychoudhury, C Pasareanu, M Pradel… - arXiv preprint arXiv …, 2025 - arxiv.org",Google Scholar via SerpApi,2025,https://arxiv.org/abs/2502.13767,… focus is often on software project management and cleanly partitioning … LLM agents differ from prompt engineering for generating code? We highlight the following aspects about LLM …
Using Deep Learning Model to Estimate Cost of Software Project Development,"A Jaiswal, J Raikwal, P Raikwal - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Ajay-Jaiswal-9/publication/392412092_Using_Deep_Learning_Model_to_Estimate_Cost_of_Software_Project_Development/links/6870d8bbae516743559bf1cc/Using-Deep-Learning-Model-to-Estimate-Cost-of-Software-Project-Development.pdf,… Artificial intelligence is a fusion of machine learning and deep learning to produce smart systems capable of posing solutions to problems. Software effort estimation assists in …
AI-Driven Budget Estimation in End-User Software Engineering: An Excel-Python Approach,"FN Almuthhin, MFM Mohamed, T Aly… - Journal of Software …, 2025 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Mohamed-Mohamed-507/publication/393775281_AI-Driven_Budget_Estimation_in_End-User_Software_Engineering_An_Excel-Python_Approach/links/6878c72aba8eac4f17273759/AI-Driven-Budget-Estimation-in-End-User-Software-Engineering-An-Excel-Python-Approach.pdf,… of historical project data and the rise of Artificial Intelligence (AI) and Machine Learning (ML) offer … -support tool for accurate budget estimation in software project management contexts. …
Perspectives on the adherance to scrum rules in software project management,"L Alsaber, E Al Elsheikh, S Aljumah… - Indonesian Journal of …, 2021 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/79506960/22576_45469_1_PB.pdf,"… As such, software project management plays an important role in facilitating successful execution of projects that have high risk of failure. Equally important is the SPM estimation of the …"
Modern convergent challenges in IT project management for CRM system implementation in Ukraine,"M Chaikovska - Știință, educație, cultură., 2025 - ibn.idsi.md",Google Scholar via SerpApi,2025,https://ibn.idsi.md/vizualizare_articol/228777,"… effective management system for a modern organization necessitates innovative strategies and effective tactics, which rely on adequate mechanisms and tools IT project management …"
Distributed software engineering management,"LN Zhao, Y Zhang, XZ Ye… - … Conference on Machine …, 2005 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/1526916/,… This paper proposes a software engineering management … This paper proposes a software engineering management … 3D visual components and artificial intelligence can be used …
Estimation issues in software project management,BG Schroeder - 1991 - wcu.edu,Google Scholar via SerpApi,2025,https://www.wcu.edu/pmi/1991pub/J91MAR05.PDF,INTRODUCTION process currently used in industry. A Software engineering managers and project leaders have a critical need to accurately estimate the parameters of the projects for …
The Influence of Artificial Intelligence on Project Management Knowledge Areas in the IT Industry,"S Dhanushika, Y Nanthagopan - 2024 - drr.vau.ac.lk",Google Scholar via SerpApi,2025,http://drr.vau.ac.lk/bitstream/handle/123456789/938/Proceeding-RCBS%202024%20Final-56.pdf?sequence=3&isAllowed=y,"… This study explores the integration of Artificial Intelligence (AI) in IT project management within Sri Lanka's Western Province, focusing on its impact on the ten Project Management …"
Prototyping an ethical issue decision support tool for user story analysis,C Aprilia - 2024 - lutpub.lut.fi,Google Scholar via SerpApi,2025,https://lutpub.lut.fi/handle/10024/168082,… processes within agile software project management. … LLM is GPT-3.5 (Subsection 4.6.3). It is employed to automate ethical suggestions within agile software project management. The …
Evolutionary Pathway: Agile Frameworks In It Project Management For Enhanced Product Delivery,SK Suvvari - International Research Journal of Modernization in … - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Sunil-Suvvari/publication/388835224_EVOLUTIONARY_PATHWAY_AGILE_FRAMEWORKS_IN_IT_PROJECT_MANAGEMENT_FOR_ENHANCED_PRODUCT_DELIVERY/links/67a8fa3e461fb56424d31ef1/EVOLUTIONARY-PATHWAY-AGILE-FRAMEWORKS-IN-IT-PROJECT-MANAGEMENT-FOR-ENHANCED-PRODUCT-DELIVERY.pdf,"… of agile frameworks within IT project management, focusing on … The evolution of Agile in IT project management is traced … their application in IT project management contexts. Benefits of …"
Combining techniques to optimize effort predictions in software project management,"SG MacDonell, MJ Shepperd - Journal of Systems and Software, 2003 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S0164121202000675,"This paper tackles two questions related to software effort prediction. First, is it valuable to combine prediction techniques? Second, if so, how? Many commentators have suggested the …"
Potential implications of artificial intelligence for project management information systems,"I Berezutskyi, T Honcharenko - … Workshop IT Project Management, 2024 - ceur-ws.org",Google Scholar via SerpApi,2025,https://ceur-ws.org/Vol-3709/paper3.pdf,"… project management practices, the integration of artificial intelligence (AI) into PMIS emerges … Furthermore, we investigate current usage of artificial intelligence in different informational …"
The Influence of Kanban Agile Methodology on Software Project Management: A Survey Method,"I Ahmed, F Munir, F Nafees, J Mahmood… - … on Engineering and …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10913653/,"Software project management (SPM) is an important process in the software development (SD) industry, that involves the planning, organizing, and overseeing software application …"
Applying Lean to improve software project management education,"M Monserrat, A Mas, ALM Calafat… - IEEE Transactions on …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10108073/,"… The process that is described in this article to analyze and improve the Software Project Management module could be helpful. By adapting and applying this process, any other …"
Software Project Management Challenges with Information Security: An Investigative Analysis on effectively managing project security,"B Valadez, S Farahmand - 2024 - diva-portal.org",Google Scholar via SerpApi,2025,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1868358,"… With issues in technological innovations, we mainly discussed Artificial Intelligence and quantum computing as major challenges in software project management. AI offers significant …"
